Địa chỉ,Diện tích,Mức giá,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công
"Đường Giáp Nhất, Phường Nhân Chính, Thanh Xuân, Hà Nội",55 m²,7 tỷ,,,6 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Phạm Ngọc Thạch, Phường Trung Tự, Đống Đa, Hà Nội",66 m²,10.5 tỷ,6.8 m,,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,,,
"Số 14/9h ngõ 8, đường Võng Thị, Phường Bưởi, Tây Hồ, Hà Nội",45 m²,6.85 tỷ,,,4 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Ngõ 91, Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội",40 m²,12 tỷ,,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Ngõ 1155, Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",53 m²,8.8 tỷ,,,7 tầng,11 phòng,11 phòng,Sổ đỏ/ Sổ hồng,"Gồm nội thất điều hòa, tủ lạnh, giường tủ,...",,
"Ngõ 8, đường Võng Thị, Phường Bưởi, Tây Hồ, Hà Nội",62 m²,8.7 tỷ,6 m,,,,,Sổ đỏ/ Sổ hồng,,,
"Ngõ 99, Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội",45 m²,12 tỷ,,,7 tầng,8 phòng,9 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Cầu Giấy, Cầu Giấy, Hà Nội",42 m²,5.7 tỷ,3.9 m,4 m,6 tầng,5 phòng,,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Phố Phùng Chí Kiên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",60 m²,14.5 tỷ,,,6 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Phố Phùng Chí Kiên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",60 m²,14.5 tỷ,,,6 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Ngõ 68, Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",38 m²,4.35 tỷ,,,4 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Phú Lương, Phường Phú Lãm, Hà Đông, Hà Nội",48 m²,2.38 tỷ,3.6 m,2.8 m,4 tầng,4 phòng,4 phòng,Đã có sổ.,"Được trang bị nội thất cơ bản: Tủ bếp gỗ tự nhiên, hệ thống cửa nhôm kính Việt Pháp cách âm cách nhiệt, cầu thang tay vịn gỗ, gạch chống xước, hệ thống đèn chiếu sáng trang trí hiện đại đẹp mắt.",Đông - Nam,Đông - Nam
"Đường Láng, Phường Láng Hạ, Đống Đa, Hà Nội",35 m²,4.25 tỷ,3.7 m,3 m,3 tầng,,,,,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",85 m²,22 tỷ,6.5 m,12 m,8 tầng,5 phòng,,Sổ đỏ/ Sổ hồng,,Bắc,
"Đường Cầu Giấy, Cầu Giấy, Hà Nội",60 m²,8.9 tỷ,4 m,,4 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",33 m²,5.5 tỷ,8.9 m,3 m,7 tầng,,,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Phố Phùng Chí Kiên, Phường Quan Hoa, Cầu Giấy, Hà Nội",49 m²,11.3 tỷ,4.1 m,,7 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Ngõ 96, Đường Thượng Thanh, Phường Thượng Thanh, Long Biên, Hà Nội",90 m²,6.95 tỷ,5 m,5 m,1 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Cổ Nhuế, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",38 m²,3.8 tỷ,,3 m,5 tầng,5 phòng,,Sổ đỏ/ Sổ hồng,,,
"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",47 m²,12.5 tỷ,4.6 m,,6 tầng,4 phòng,5 phòng,Sổ đỏ,,,
"Đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",55.6 m²,14.5 tỷ,10 m,10 m,3 tầng,4 phòng,3 phòng,,,,
"Đường La Thành, Phường Giảng Võ, Ba Đình, Hà Nội",35 m²,4.48 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ,,,
"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",77 m²,13.8 tỷ,5 m,,7 tầng,10 phòng,10 phòng,,,,
"Đường Võ Chí Công, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",80 m²,33 tỷ,4.8 m,10 m,8 tầng,,7 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",55 m²,10.3 tỷ,4.2 m,5 m,7 tầng,8 phòng,,Sổ đỏ/ Sổ hồng,Nội thất cao cấp.,,
"Ngõ 68, Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",36 m²,3.85 tỷ,3.5 m,3 m,5 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Phố Trần Cung, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",33 m²,5.45 tỷ,5.7 m,5 m,5 tầng,5 phòng,5 phòng,Sổ đỏ.,Cao cấp ,,
"Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",74.5 m²,10 tỷ,4.5 m,4 m,2 tầng,2 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",35 m²,2.5 tỷ,,3 m,4 tầng,4 phòng,4 phòng,Đã có sổ đỏ.,"Nhà có kiến trúc sư thiết kế riêng, nội thất bao gồm tủ bếp, đèn chùm, điều hòa, nóng lạnh, kệ tivi, tủ rượu, bếp từ, hút mùi cửa chính, cửa thông gỗ Lim, toàn bộ hệ thống thiết bị vệ sinh.",Tây - Nam,Nam
"Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",35 m²,2.5 tỷ,,3 m,4 tầng,4 phòng,4 phòng,Đã có sổ đỏ.,"Nhà có kiến trúc sư thiết kế riêng, nội thất bao gồm tủ bếp, đèn chùm, điều hòa, nóng lạnh, kệ tivi, tủ rượu, bếp từ, hút mùi cửa chính, cửa thông gỗ Lim, toàn bộ hệ thống thiết bị vệ sinh.",Tây - Nam,Nam
"Đường Nhân Trạch, Phường Phú Lương, Hà Đông, Hà Nội",40 m²,2.48 tỷ,3.8 m,3 m,4 tầng,4 phòng,4 phòng,Đã có sổ đỏ.,"Nhà thiết kế hiện đại, nội thất nhập khẩu, cửa chính, cầu thang bằng gỗ lim, cửa sổ chất liệu nhôm việt pháp bền đẹp, thiết bị vệ sinh đồng bộ inax, trần nhà thạch cao đèn led chiếu sáng.",Đông - Nam,Đông - Nam
"Đường Cầu Giấy, Cầu Giấy, Hà Nội",35 m²,5 tỷ,4 m,3 m,5 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Cao cấp ,,
"Đường Kim Đồng, Phường Giáp Bát, Hoàng Mai, Hà Nội",150 m²,16 tỷ,,,,,,,,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",35 m²,2.48 tỷ,4 m,2.8 m,5 tầng,5 phòng,4 phòng,Đã có sổ.,"Cửa 2 lớp, thạch cao, đá cầu thang mặt đen cổ trắng, cửa sổ nhôm kính, tủ bếp, thiết bị vệ sinh,...",Tây - Nam,Đông - Nam
"Đường Lâm Hạ, Phường Gia Thụy, Long Biên, Hà Nội",72 m²,14.5 tỷ,4.2 m,10 m,6 tầng,4 phòng,6 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Nghĩa Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",35 m²,2.4 tỷ,5 m,2.5 m,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Nam,Tây - Nam
"Đường Xuân Đỉnh, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",40 m²,3.25 tỷ,,3 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Cầu Giấy, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",34 m²,10.5 tỷ,5 m,10 m,7 tầng,5 phòng,,Sổ đỏ/ Sổ hồng.,Nội thất cao cấp.,,
"Đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",70 m²,16.2 tỷ,4 m,3 m,8 tầng,14 phòng,14 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,Đông,Đông
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",42 m²,5 tỷ,4.2 m,,5 tầng,3 phòng,,,,,
"Đường An Trai, Xã Vân Canh, Hoài Đức, Hà Nội",31 m²,2.25 tỷ,,2 m,4 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản.,Đông - Nam,
"Xã Vân Canh, Hoài Đức, Hà Nội",30 m²,2.59 tỷ,,2.2 m,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản.,,
"Đường Hậu Ái, Xã Vân Canh, Hoài Đức, Hà Nội",35 m²,3.8 tỷ,,5 m,5 tầng,4 phòng,4 phòng,Sổ hồng.,Nội thất cơ bản.,,
"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",40 m²,4.2 tỷ,4 m,2 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Sang trọng.,,
"Phường Ngọc Thụy, Long Biên, Hà Nội",36 m²,3.98 tỷ,6.9 m,4 m,5 tầng,3 phòng,3 phòng,,,,
"Đường Hậu Ái, Xã Vân Canh, Hoài Đức, Hà Nội",33 m²,2.65 tỷ,,,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,Đông - Nam,
"Đường Hoàng Hoa Thám, Phường Ngọc Hà, Ba Đình, Hà Nội",45 m²,6.15 tỷ,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Ngọc Khánh, Phường Giảng Võ, Ba Đình, Hà Nội",35 m²,4.48 tỷ,,,5 tầng,3 phòng,4 phòng,Sổ đỏ,,,
"Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",280 m²,99 tỷ,10 m,,8 tầng,30 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",37.6 m²,2.8 tỷ,,4 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Full ngoại nhập hoàn toàn.,,
"Phố Văn Hội, Phường Đức Thắng, Bắc Từ Liêm, Hà Nội",36 m²,3.6 tỷ,,,5 tầng,3 phòng,3 phòng,,,,
"Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",30 m²,3.45 tỷ,3.4 m,,5 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Full nội thất sang xịn,,
"Ngõ 135, Đường Núi Trúc, Phường Giảng Võ, Ba Đình, Hà Nội",55 m²,5.8 tỷ,3.6 m,3 m,5 tầng,4 phòng,4 phòng,Sổ đỏ chính chủ,Nhập ngoại từ Châu Âu toàn bộ.,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Vĩnh Phúc, Phường Vĩnh Phúc, Ba Đình, Hà Nội",52 m²,5.75 tỷ,5 m,3 m,5 tầng,5 phòng,4 phòng,Sổ đỏ,,,
"Đường Nguyễn Khang, Phường Trung Hòa, Cầu Giấy, Hà Nội",42 m²,5.15 tỷ,4 m,3 m,5 tầng,3 phòng,4 phòng,,,,
"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",60 m²,15 tỷ,6.6 m,,7 tầng,11 phòng,,Sổ đỏ/ Sổ hồng.,,,
"Đường Hữu Hòa, Xã Hữu Hòa, Thanh Trì, Hà Nội",34 m²,2.45 tỷ,3.9 m,,4 tầng,4 phòng,3 phòng,,,Tây - Bắc,Tây - Bắc
"Đường Trịnh Công Sơn, Phường Nhật Tân, Tây Hồ, Hà Nội",60 m²,9.6 tỷ,4 m,3 m,5 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,,
"Phố Kim Mã, Phường Đội Cấn, Ba Đình, Hà Nội",52 m²,5.6 tỷ,5 m,3.5 m,5 tầng,6 phòng,4 phòng,Sổ đỏ,,,
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",39 m²,3.85 tỷ,,,,4 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Tứ Liên, Phường Tứ Liên, Tây Hồ, Hà Nội",100 m²,13.5 tỷ,6 m,,6 tầng,6 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",50 m²,5.5 tỷ,4.5 m,3 m,4 tầng,4 phòng,4 phòng,Đã có sổ đỏ vuông vắn sẵn sàng giao dịch,Nội thất cơ bản,,
"Đường Trích Sài, Phường Bưởi, Tây Hồ, Hà Nội",50 m²,7.5 tỷ,5 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,
"Đường 21, Phường Trung Sơn Trầm, Sơn Tây, Hà Nội",130 m²,Thỏa thuận,5 m,5 m,,,,Đã có sổ đỏ.,,Đông - Nam,
"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",60 m²,14.5 tỷ,5 m,8 m,6 tầng,4 phòng,5 phòng,,"Sang trọng, đẳng cấp.",,
"Phường Thạch Bàn, Long Biên, Hà Nội",38 m²,2.86 tỷ,,3 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Nguyễn Đình Thi, Phường Thụy Khuê, Tây Hồ, Hà Nội",45 m²,9.3 tỷ,,2 m,6 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,cao cấp,,
"Ngõ 88, Đường Võ Thị Sáu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",59 m²,14.6 tỷ,4.1 m,8 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Đào Tấn, Phường Ngọc Khánh, Ba Đình, Hà Nội",42 m²,4 tỷ,3.6 m,2.5 m,4 tầng,3 phòng,4 phòng,Sổ đỏ chính chủ,,,
"Xã Tứ Hiệp, Thanh Trì, Hà Nội",45 m²,3.41 tỷ,5.1 m,3 m,4 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,"Đầy đủ, sang trọng.",Đông - Nam,Đông - Nam
"Xã Phụng Châu, Chương Mỹ, Hà Nội",60 m²,3.8 tỷ,4 m,20 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,
"Phố Phương Mai,  Phường Phương Mai, Đống Đa, Hà Nội",52 m²,11 tỷ,4.5 m,5 m,6 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Ngọc Hà, Phường Ngọc Hà, Ba Đình, Hà Nội",62 m²,12 tỷ,,,,,,Có sổ,,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Ngọc Hồi, Xã Ngọc Hồi, Thanh Trì, Hà Nội",55 m²,3.15 tỷ,4.5 m,3 m,3 tầng,4 phòng,3 phòng,,,,
"Đường Vĩnh Phúc, Phường Vĩnh Phúc, Ba Đình, Hà Nội",75 m²,11.5 tỷ,,,,,,Sổ đỏ,,,
"Đường Đình Thôn, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",65 m²,11.5 tỷ,,,,,,Sổ đỏ/ Sổ hồng.,,,
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",50 m²,12.35 tỷ,3.8 m,3 m,5 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",34 m²,5 tỷ,6 m,,6 tầng,,,Sổ đỏ,,,
"Đường Cát Linh, Phường Cát Linh, Đống Đa, Hà Nội",45 m²,5.6 tỷ,,2 m,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Phường Liễu Giai, Ba Đình, Hà Nội",92 m²,17.8 tỷ,5 m,,4 tầng,4 phòng,,,Nội thất đồng bộ,,
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",52 m²,5.6 tỷ,6 m,3 m,5 tầng,4 phòng,4 phòng,Sổ đỏ,Sang trọng,,
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",42 m²,6.2 tỷ,,,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,
"Phố Hoàng Cầu, Phường Trung Liệt, Đống Đa, Hà Nội",80 m²,22 tỷ,,,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Hoàng Hoa Thám, Phường Ngọc Hà, Ba Đình, Hà Nội",37 m²,4.55 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Đông Quan, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",64 m²,14.8 tỷ,6 m,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",55 m²,8.5 tỷ,,,5 tầng,4 phòng,4 phòng,Sổ đỏ,,,
"Đường Ngô Quyền, Phường Vạn Phúc, Hà Đông, Hà Nội",50 m²,6.9 tỷ,,,5 tầng,5 phòng,5 phòng,Sổ đỏ,Đầy đủ,,
"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",55 m²,9.9 tỷ,5 m,9 m,5 tầng,4 phòng,4 phòng,Sổ đỏ,Đầy đủ,,
"Đường Trần Quang Diệu, Phường Quang Trung, Đống Đa, Hà Nội",66 m²,15.8 tỷ,6 m,8 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Yên Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",35 m²,2.15 tỷ,3.5 m,3 m,4 tầng,3 phòng,3 phòng,Sổ đỏ,"Nội thất cơ bản: Tủ bếp, kệ bếp, thiết bị vệ sinh, hệ thống đèn điện ánh sáng, téc nước.",Tây - Nam,
"Đường Trường Chinh, Phường Khương Mai, Thanh Xuân, Hà Nội",56 m²,12.8 tỷ,5.4 m,8 m,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",95 m²,13.7 tỷ,,12 m,5 tầng,6 phòng,5 phòng,Sổ đỏ,Đầy đủ,,
"Đường Nguyễn Trãi, Phường Hạ Đình, Thanh Xuân, Hà Nội",62 m²,10.8 tỷ,5.2 m,,6 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",120 m²,27.5 tỷ,9 m,,8 tầng,30 phòng,30 phòng,Sổ đỏ/ Sổ hồng,Đầy Đủ,,
"Phố Vũ Ngọc Phan, Phường Láng Hạ, Đống Đa, Hà Nội",120 m²,19 tỷ,5.2 m,6 m,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",85 m²,19 tỷ,,,7 tầng,16 phòng,16 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Ngô Thì Nhậm, Phường Quang Trung, Hà Đông, Hà Nội",47 m²,6.5 tỷ,,,5 tầng,6 phòng,4 phòng,Sổ đỏ,,,
"Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội",46 m²,3.75 tỷ,,,3 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",55 m²,11 tỷ,,14 m,6 tầng,4 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",50 m²,7.8 tỷ,5 m,10 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ sổ hồng,Đầy đủ. ,,
"Đường Dương Lâm, Phường Văn Quán, Hà Đông, Hà Nội",95 m²,11.4 tỷ,4 m,9 m,4 tầng,4 phòng,4 phòng,Sổ đỏ,,,
"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",40 m²,6.5 tỷ,4 m,,5 tầng,4 phòng,,,,,
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",85 m²,8.6 tỷ,,,4 tầng,4 phòng,4 phòng,Sổ đỏ.,,,
"Đường Tô Vĩnh Diện, Phường Khương Mai, Thanh Xuân, Hà Nội",75 m²,12 tỷ,,,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",55 m²,16.6 tỷ,,8 m,7 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,,
"12, Đường Đào Tấn, Phường Cống Vị, Ba Đình, Hà Nội",70 m²,19.6 tỷ,,,,,,,,,
"Phố Mai Dịch, Phường Mai Dịch, Cầu Giấy, Hà Nội",31 m²,5.8 tỷ,3.3 m,5 m,6 tầng,3 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ sang trọng vương giả,,
"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",54 m²,11.4 tỷ,5 m,,6 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,
"Đường Nguyễn Quý Đức, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",62 m²,10.8 tỷ,,,6 tầng,8 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Giáp Nhất, Phường Nhân Chính, Thanh Xuân, Hà Nội",62 m²,11.4 tỷ,,8 m,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",84 m²,6.7 tỷ,,,4 tầng,7 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Lương Thế Vinh, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",50 m²,Thỏa thuận,3.3 m,5 m,3 tầng,3 phòng,3 phòng,Sổ phân lô vuông vắn.,,Nam,Nam
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",54 m²,8.5 tỷ,5 m,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Huỳnh Thúc Kháng, Phường Láng Hạ, Đống Đa, Hà Nội",40 m²,12.2 tỷ,3.8 m,7 m,7 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Đường Ngô Quyền, Phường Quang Trung, Hà Đông, Hà Nội",46 m²,4.6 tỷ,,,4 tầng,4 phòng,4 phòng,Sổ đỏ,,,
"Đường Cát Linh, Phường Cát Linh, Đống Đa, Hà Nội",45 m²,5.6 tỷ,3.4 m,3 m,3 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Vương Thừa Vũ, Phường Khương Mai, Thanh Xuân, Hà Nội",60 m²,12.4 tỷ,,6 m,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,
"Đường Yên Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",32 m²,2.46 tỷ,3.5 m,,5 tầng,3 phòng,4 phòng,Sổ đỏ,,,
"Đường Nguyễn Khuyến, Phường Văn Quán, Hà Đông, Hà Nội",36 m²,6.6 tỷ,4 m,5 m,5 tầng,3 phòng,4 phòng,Sổ đỏ,Đầy đủ,,
"Đường Lê Trọng Tấn, Phường La Khê, Hà Đông, Hà Nội",54 m²,8.77 tỷ,,,5 tầng,6 phòng,5 phòng,Sổ đỏ,,,
"Đường Lê Quý Đôn, Phường Hà Cầu, Hà Đông, Hà Nội",66 m²,9.5 tỷ,,,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",38 m²,5.6 tỷ,4.1 m,4 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,,
"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",36 m²,2.3 tỷ,,,1 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",40 m²,8.5 tỷ,4 m,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Nội thất cơ bản.,,
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",35 m²,3.75 tỷ,3.8 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cao cấp,,
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",50 m²,6.97 tỷ,5.5 m,,,4 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",52 m²,8.9 tỷ,6 m,6 m,6 tầng,5 phòng,6 phòng,Sổ đỏ,Sang trọng,,
54m 5T giá 10.4 tỷ.,54 m²,10.4 tỷ,,7 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Ngõ 313, Đường Lĩnh Nam, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",33 m²,3.45 tỷ,3.5 m,2.5 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản tiện nghi.,Tây,Tây
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",52 m²,8.9 tỷ,6 m,6 m,6 tầng,5 phòng,6 phòng,Sổ đỏ,Sang trọng,,
54m 5T giá 10.4 tỷ.,54 m²,10.4 tỷ,,7 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
